orderDate_sk,orderDate,month,year,fiscalQuarter,fiscalYear
60305,6/3/05,6,5,Q1,2005
60405,6/4/05,6,5,Q1,2005
60505,6/5/05,6,5,Q1,2005
60605,6/6/05,6,5,Q1,2005
60705,6/7/05,6,5,Q1,2005
60805,6/8/05,6,5,Q1,2005
60905,6/9/05,6,5,Q1,2005
61005,6/10/05,6,5,Q1,2005
61105,6/11/05,6,5,Q1,2005
61205,6/12/05,6,5,Q1,2005
61305,6/13/05,6,5,Q1,2005
61405,6/14/05,6,5,Q1,2005
61505,6/15/05,6,5,Q1,2005
61605,6/16/05,6,5,Q1,2005
61705,6/17/05,6,5,Q1,2005
61805,6/18/05,6,5,Q1,2005
61905,6/19/05,6,5,Q1,2005
62005,6/20/05,6,5,Q1,2005
62105,6/21/05,6,5,Q1,2005
62205,6/22/05,6,5,Q1,2005
62305,6/23/05,6,5,Q1,2005
62405,6/24/05,6,5,Q1,2005
62505,6/25/05,6,5,Q1,2005
62605,6/26/05,6,5,Q1,2005
62705,6/27/05,6,5,Q1,2005
62805,6/28/05,6,5,Q1,2005
62905,6/29/05,6,5,Q1,2005
63005,6/30/05,6,5,Q1,2005
70105,7/1/05,7,5,Q2,2005
70205,7/2/05,7,5,Q2,2005
70305,7/3/05,7,5,Q2,2005
70405,7/4/05,7,5,Q2,2005
70505,7/5/05,7,5,Q2,2005
70605,7/6/05,7,5,Q2,2005
70705,7/7/05,7,5,Q2,2005
70805,7/8/05,7,5,Q2,2005
70905,7/9/05,7,5,Q2,2005
71005,7/10/05,7,5,Q2,2005
71105,7/11/05,7,5,Q2,2005
71205,7/12/05,7,5,Q2,2005
71305,7/13/05,7,5,Q2,2005
71405,7/14/05,7,5,Q2,2005
71505,7/15/05,7,5,Q2,2005
71605,7/16/05,7,5,Q2,2005
71705,7/17/05,7,5,Q2,2005
71805,7/18/05,7,5,Q2,2005
71905,7/19/05,7,5,Q2,2005
72005,7/20/05,7,5,Q2,2005
72105,7/21/05,7,5,Q2,2005
72205,7/22/05,7,5,Q2,2005
72305,7/23/05,7,5,Q2,2005
72405,7/24/05,7,5,Q2,2005
72505,7/25/05,7,5,Q2,2005
72605,7/26/05,7,5,Q2,2005
72705,7/27/05,7,5,Q2,2005
72805,7/28/05,7,5,Q2,2005
72905,7/29/05,7,5,Q2,2005
73005,7/30/05,7,5,Q2,2005
73105,7/31/05,7,5,Q2,2005
80105,8/1/05,8,5,Q2,2005
80205,8/2/05,8,5,Q2,2005
80305,8/3/05,8,5,Q2,2005
80405,8/4/05,8,5,Q2,2005
80505,8/5/05,8,5,Q2,2005
80605,8/6/05,8,5,Q2,2005
80705,8/7/05,8,5,Q2,2005
80805,8/8/05,8,5,Q2,2005
80905,8/9/05,8,5,Q2,2005
81005,8/10/05,8,5,Q2,2005
81105,8/11/05,8,5,Q2,2005
81205,8/12/05,8,5,Q2,2005
81305,8/13/05,8,5,Q2,2005
81405,8/14/05,8,5,Q2,2005
81505,8/15/05,8,5,Q2,2005
81605,8/16/05,8,5,Q2,2005
81705,8/17/05,8,5,Q2,2005
81805,8/18/05,8,5,Q2,2005
81905,8/19/05,8,5,Q2,2005
82005,8/20/05,8,5,Q2,2005
82105,8/21/05,8,5,Q2,2005
82205,8/22/05,8,5,Q2,2005
82305,8/23/05,8,5,Q2,2005
82405,8/24/05,8,5,Q2,2005
82505,8/25/05,8,5,Q2,2005
82605,8/26/05,8,5,Q2,2005
82705,8/27/05,8,5,Q2,2005
82805,8/28/05,8,5,Q2,2005
82905,8/29/05,8,5,Q2,2005
83005,8/30/05,8,5,Q2,2005
83105,8/31/05,8,5,Q2,2005
90105,9/1/05,9,5,Q2,2005
90205,9/2/05,9,5,Q2,2005
90305,9/3/05,9,5,Q2,2005
90405,9/4/05,9,5,Q2,2005
90505,9/5/05,9,5,Q2,2005
90605,9/6/05,9,5,Q2,2005
90705,9/7/05,9,5,Q2,2005
90805,9/8/05,9,5,Q2,2005
90905,9/9/05,9,5,Q2,2005
91005,9/10/05,9,5,Q2,2005
91105,9/11/05,9,5,Q2,2005
91205,9/12/05,9,5,Q2,2005
91305,9/13/05,9,5,Q2,2005
91405,9/14/05,9,5,Q2,2005
91505,9/15/05,9,5,Q2,2005
91605,9/16/05,9,5,Q2,2005
91705,9/17/05,9,5,Q2,2005
91805,9/18/05,9,5,Q2,2005
91905,9/19/05,9,5,Q2,2005
92005,9/20/05,9,5,Q2,2005
92105,9/21/05,9,5,Q2,2005
92205,9/22/05,9,5,Q2,2005
92305,9/23/05,9,5,Q2,2005
92405,9/24/05,9,5,Q2,2005
92505,9/25/05,9,5,Q2,2005
92605,9/26/05,9,5,Q2,2005
92705,9/27/05,9,5,Q2,2005
92805,9/28/05,9,5,Q2,2005
92905,9/29/05,9,5,Q2,2005
93005,9/30/05,9,5,Q2,2005
100105,10/1/05,10,5,Q3,2005
100205,10/2/05,10,5,Q3,2005
100305,10/3/05,10,5,Q3,2005
100405,10/4/05,10,5,Q3,2005
100505,10/5/05,10,5,Q3,2005
100605,10/6/05,10,5,Q3,2005
100705,10/7/05,10,5,Q3,2005
100805,10/8/05,10,5,Q3,2005
100905,10/9/05,10,5,Q3,2005
101005,10/10/05,10,5,Q3,2005
101105,10/11/05,10,5,Q3,2005
101205,10/12/05,10,5,Q3,2005
101305,10/13/05,10,5,Q3,2005
101405,10/14/05,10,5,Q3,2005
101505,10/15/05,10,5,Q3,2005
101605,10/16/05,10,5,Q3,2005
101705,10/17/05,10,5,Q3,2005
101805,10/18/05,10,5,Q3,2005
101905,10/19/05,10,5,Q3,2005
102005,10/20/05,10,5,Q3,2005
102105,10/21/05,10,5,Q3,2005
102205,10/22/05,10,5,Q3,2005
102305,10/23/05,10,5,Q3,2005
102405,10/24/05,10,5,Q3,2005
102505,10/25/05,10,5,Q3,2005
102605,10/26/05,10,5,Q3,2005
102705,10/27/05,10,5,Q3,2005
102805,10/28/05,10,5,Q3,2005
102905,10/29/05,10,5,Q3,2005
103005,10/30/05,10,5,Q3,2005
103105,10/31/05,10,5,Q3,2005
110105,11/1/05,11,5,Q3,2005
110205,11/2/05,11,5,Q3,2005
110305,11/3/05,11,5,Q3,2005
110405,11/4/05,11,5,Q3,2005
110505,11/5/05,11,5,Q3,2005
110605,11/6/05,11,5,Q3,2005
110705,11/7/05,11,5,Q3,2005
110805,11/8/05,11,5,Q3,2005
110905,11/9/05,11,5,Q3,2005
111005,11/10/05,11,5,Q3,2005
111105,11/11/05,11,5,Q3,2005
111205,11/12/05,11,5,Q3,2005
111305,11/13/05,11,5,Q3,2005
111405,11/14/05,11,5,Q3,2005
111505,11/15/05,11,5,Q3,2005
111605,11/16/05,11,5,Q3,2005
111705,11/17/05,11,5,Q3,2005
111805,11/18/05,11,5,Q3,2005
111905,11/19/05,11,5,Q3,2005
112005,11/20/05,11,5,Q3,2005
112105,11/21/05,11,5,Q3,2005
112205,11/22/05,11,5,Q3,2005
112305,11/23/05,11,5,Q3,2005
112405,11/24/05,11,5,Q3,2005
112505,11/25/05,11,5,Q3,2005
112605,11/26/05,11,5,Q3,2005
112705,11/27/05,11,5,Q3,2005
112805,11/28/05,11,5,Q3,2005
112905,11/29/05,11,5,Q3,2005
113005,11/30/05,11,5,Q3,2005
120105,12/1/05,12,5,Q3,2005
120205,12/2/05,12,5,Q3,2005
120305,12/3/05,12,5,Q3,2005
120405,12/4/05,12,5,Q3,2005
120505,12/5/05,12,5,Q3,2005
120605,12/6/05,12,5,Q3,2005
120705,12/7/05,12,5,Q3,2005
120805,12/8/05,12,5,Q3,2005
120905,12/9/05,12,5,Q3,2005
121005,12/10/05,12,5,Q3,2005
121105,12/11/05,12,5,Q3,2005
121205,12/12/05,12,5,Q3,2005
121305,12/13/05,12,5,Q3,2005
121405,12/14/05,12,5,Q3,2005
121505,12/15/05,12,5,Q3,2005
121605,12/16/05,12,5,Q3,2005
121705,12/17/05,12,5,Q3,2005
121805,12/18/05,12,5,Q3,2005
121905,12/19/05,12,5,Q3,2005
122005,12/20/05,12,5,Q3,2005
122105,12/21/05,12,5,Q3,2005
122205,12/22/05,12,5,Q3,2005
122305,12/23/05,12,5,Q3,2005
122405,12/24/05,12,5,Q3,2005
122505,12/25/05,12,5,Q3,2005
122605,12/26/05,12,5,Q3,2005
122705,12/27/05,12,5,Q3,2005
122805,12/28/05,12,5,Q3,2005
122905,12/29/05,12,5,Q3,2005
123005,12/30/05,12,5,Q3,2005
123105,12/31/05,12,5,Q3,2005
10106,1/1/06,1,6,Q4,2005
10206,1/2/06,1,6,Q4,2005
10306,1/3/06,1,6,Q4,2005
10406,1/4/06,1,6,Q4,2005
10506,1/5/06,1,6,Q4,2005
10606,1/6/06,1,6,Q4,2005
10706,1/7/06,1,6,Q4,2005
10806,1/8/06,1,6,Q4,2005
10906,1/9/06,1,6,Q4,2005
11006,1/10/06,1,6,Q4,2005
11106,1/11/06,1,6,Q4,2005
11206,1/12/06,1,6,Q4,2005
11306,1/13/06,1,6,Q4,2005
11406,1/14/06,1,6,Q4,2005
11506,1/15/06,1,6,Q4,2005
11606,1/16/06,1,6,Q4,2005
11706,1/17/06,1,6,Q4,2005
11806,1/18/06,1,6,Q4,2005
11906,1/19/06,1,6,Q4,2005
12006,1/20/06,1,6,Q4,2005
12106,1/21/06,1,6,Q4,2005
12206,1/22/06,1,6,Q4,2005
12306,1/23/06,1,6,Q4,2005
12406,1/24/06,1,6,Q4,2005
12506,1/25/06,1,6,Q4,2005
12606,1/26/06,1,6,Q4,2005
12706,1/27/06,1,6,Q4,2005
12806,1/28/06,1,6,Q4,2005
12906,1/29/06,1,6,Q4,2005
13006,1/30/06,1,6,Q4,2005
13106,1/31/06,1,6,Q4,2005
20106,2/1/06,2,6,Q4,2005
20206,2/2/06,2,6,Q4,2005
20306,2/3/06,2,6,Q4,2005
20406,2/4/06,2,6,Q4,2005
20506,2/5/06,2,6,Q4,2005
20606,2/6/06,2,6,Q4,2005
20706,2/7/06,2,6,Q4,2005
20806,2/8/06,2,6,Q4,2005
20906,2/9/06,2,6,Q4,2005
21006,2/10/06,2,6,Q4,2005
21106,2/11/06,2,6,Q4,2005
21206,2/12/06,2,6,Q4,2005
21306,2/13/06,2,6,Q4,2005
21406,2/14/06,2,6,Q4,2005
21506,2/15/06,2,6,Q4,2005
21606,2/16/06,2,6,Q4,2005
21706,2/17/06,2,6,Q4,2005
21806,2/18/06,2,6,Q4,2005
21906,2/19/06,2,6,Q4,2005
22006,2/20/06,2,6,Q4,2005
22106,2/21/06,2,6,Q4,2005
22206,2/22/06,2,6,Q4,2005
22306,2/23/06,2,6,Q4,2005
22406,2/24/06,2,6,Q4,2005
22506,2/25/06,2,6,Q4,2005
22606,2/26/06,2,6,Q4,2005
22706,2/27/06,2,6,Q4,2005
22806,2/28/06,2,6,Q4,2005
30106,3/1/06,3,6,Q4,2005
30206,3/2/06,3,6,Q4,2005
30306,3/3/06,3,6,Q4,2005
30406,3/4/06,3,6,Q4,2005
30506,3/5/06,3,6,Q4,2005
30606,3/6/06,3,6,Q4,2005
30706,3/7/06,3,6,Q4,2005
30806,3/8/06,3,6,Q4,2005
30906,3/9/06,3,6,Q4,2005
31006,3/10/06,3,6,Q4,2005
31106,3/11/06,3,6,Q4,2005
31206,3/12/06,3,6,Q4,2005
31306,3/13/06,3,6,Q4,2005
31406,3/14/06,3,6,Q4,2005
31506,3/15/06,3,6,Q4,2005
31606,3/16/06,3,6,Q4,2005
31706,3/17/06,3,6,Q4,2005
31806,3/18/06,3,6,Q4,2005
31906,3/19/06,3,6,Q4,2005
32006,3/20/06,3,6,Q4,2005
32106,3/21/06,3,6,Q4,2005
32206,3/22/06,3,6,Q4,2005
32306,3/23/06,3,6,Q4,2005
32406,3/24/06,3,6,Q4,2005
32506,3/25/06,3,6,Q4,2005
32606,3/26/06,3,6,Q4,2005
32706,3/27/06,3,6,Q4,2005
32806,3/28/06,3,6,Q4,2005
32906,3/29/06,3,6,Q4,2005
33006,3/30/06,3,6,Q4,2005
33106,3/31/06,3,6,Q4,2005
40106,4/1/06,4,6,Q1,2006
40206,4/2/06,4,6,Q1,2006
40306,4/3/06,4,6,Q1,2006
40406,4/4/06,4,6,Q1,2006
40506,4/5/06,4,6,Q1,2006
40606,4/6/06,4,6,Q1,2006
40706,4/7/06,4,6,Q1,2006
40806,4/8/06,4,6,Q1,2006
40906,4/9/06,4,6,Q1,2006
41006,4/10/06,4,6,Q1,2006
41106,4/11/06,4,6,Q1,2006
41206,4/12/06,4,6,Q1,2006
41306,4/13/06,4,6,Q1,2006
41406,4/14/06,4,6,Q1,2006
41506,4/15/06,4,6,Q1,2006
41606,4/16/06,4,6,Q1,2006
41706,4/17/06,4,6,Q1,2006
41806,4/18/06,4,6,Q1,2006
41906,4/19/06,4,6,Q1,2006
42006,4/20/06,4,6,Q1,2006
42106,4/21/06,4,6,Q1,2006
42206,4/22/06,4,6,Q1,2006
42306,4/23/06,4,6,Q1,2006
42406,4/24/06,4,6,Q1,2006
42506,4/25/06,4,6,Q1,2006
42606,4/26/06,4,6,Q1,2006
42706,4/27/06,4,6,Q1,2006
42806,4/28/06,4,6,Q1,2006
42906,4/29/06,4,6,Q1,2006
43006,4/30/06,4,6,Q1,2006
50106,5/1/06,5,6,Q1,2006
50206,5/2/06,5,6,Q1,2006
50306,5/3/06,5,6,Q1,2006
50406,5/4/06,5,6,Q1,2006
50506,5/5/06,5,6,Q1,2006
50606,5/6/06,5,6,Q1,2006
50706,5/7/06,5,6,Q1,2006
50806,5/8/06,5,6,Q1,2006
50906,5/9/06,5,6,Q1,2006
51006,5/10/06,5,6,Q1,2006
51106,5/11/06,5,6,Q1,2006
51206,5/12/06,5,6,Q1,2006
51306,5/13/06,5,6,Q1,2006
51406,5/14/06,5,6,Q1,2006
51506,5/15/06,5,6,Q1,2006
51606,5/16/06,5,6,Q1,2006
51706,5/17/06,5,6,Q1,2006
51806,5/18/06,5,6,Q1,2006
51906,5/19/06,5,6,Q1,2006
52006,5/20/06,5,6,Q1,2006
52106,5/21/06,5,6,Q1,2006
52206,5/22/06,5,6,Q1,2006
52306,5/23/06,5,6,Q1,2006
52406,5/24/06,5,6,Q1,2006
52506,5/25/06,5,6,Q1,2006
52606,5/26/06,5,6,Q1,2006
52706,5/27/06,5,6,Q1,2006
52806,5/28/06,5,6,Q1,2006
52906,5/29/06,5,6,Q1,2006
53006,5/30/06,5,6,Q1,2006
53106,5/31/06,5,6,Q1,2006
60106,6/1/06,6,6,Q1,2006
60206,6/2/06,6,6,Q1,2006
60306,6/3/06,6,6,Q1,2006
60406,6/4/06,6,6,Q1,2006
60506,6/5/06,6,6,Q1,2006
60606,6/6/06,6,6,Q1,2006
60706,6/7/06,6,6,Q1,2006
60806,6/8/06,6,6,Q1,2006
60906,6/9/06,6,6,Q1,2006
61006,6/10/06,6,6,Q1,2006
61106,6/11/06,6,6,Q1,2006
61206,6/12/06,6,6,Q1,2006
61306,6/13/06,6,6,Q1,2006
61406,6/14/06,6,6,Q1,2006
61506,6/15/06,6,6,Q1,2006
61606,6/16/06,6,6,Q1,2006
61706,6/17/06,6,6,Q1,2006
61806,6/18/06,6,6,Q1,2006
61906,6/19/06,6,6,Q1,2006
62006,6/20/06,6,6,Q1,2006
62106,6/21/06,6,6,Q1,2006
62206,6/22/06,6,6,Q1,2006
62306,6/23/06,6,6,Q1,2006
62406,6/24/06,6,6,Q1,2006
62506,6/25/06,6,6,Q1,2006
62606,6/26/06,6,6,Q1,2006
62706,6/27/06,6,6,Q1,2006
62806,6/28/06,6,6,Q1,2006
62906,6/29/06,6,6,Q1,2006
63006,6/30/06,6,6,Q1,2006
70106,7/1/06,7,6,Q2,2006
70206,7/2/06,7,6,Q2,2006
70306,7/3/06,7,6,Q2,2006
70406,7/4/06,7,6,Q2,2006
70506,7/5/06,7,6,Q2,2006
70606,7/6/06,7,6,Q2,2006
70706,7/7/06,7,6,Q2,2006
70806,7/8/06,7,6,Q2,2006
70906,7/9/06,7,6,Q2,2006
71006,7/10/06,7,6,Q2,2006
71106,7/11/06,7,6,Q2,2006
71206,7/12/06,7,6,Q2,2006
71306,7/13/06,7,6,Q2,2006
71406,7/14/06,7,6,Q2,2006
71506,7/15/06,7,6,Q2,2006
71606,7/16/06,7,6,Q2,2006
71706,7/17/06,7,6,Q2,2006
71806,7/18/06,7,6,Q2,2006
71906,7/19/06,7,6,Q2,2006
72006,7/20/06,7,6,Q2,2006
72106,7/21/06,7,6,Q2,2006
72206,7/22/06,7,6,Q2,2006
72306,7/23/06,7,6,Q2,2006
72406,7/24/06,7,6,Q2,2006
72506,7/25/06,7,6,Q2,2006
72606,7/26/06,7,6,Q2,2006
72706,7/27/06,7,6,Q2,2006
72806,7/28/06,7,6,Q2,2006
72906,7/29/06,7,6,Q2,2006
73006,7/30/06,7,6,Q2,2006
73106,7/31/06,7,6,Q2,2006
80106,8/1/06,8,6,Q2,2006
80206,8/2/06,8,6,Q2,2006
80306,8/3/06,8,6,Q2,2006
80406,8/4/06,8,6,Q2,2006
80506,8/5/06,8,6,Q2,2006
80606,8/6/06,8,6,Q2,2006
80706,8/7/06,8,6,Q2,2006
80806,8/8/06,8,6,Q2,2006
80906,8/9/06,8,6,Q2,2006
81006,8/10/06,8,6,Q2,2006
81106,8/11/06,8,6,Q2,2006
81206,8/12/06,8,6,Q2,2006
81306,8/13/06,8,6,Q2,2006
81406,8/14/06,8,6,Q2,2006
81506,8/15/06,8,6,Q2,2006
81606,8/16/06,8,6,Q2,2006
81706,8/17/06,8,6,Q2,2006
81806,8/18/06,8,6,Q2,2006
81906,8/19/06,8,6,Q2,2006
82006,8/20/06,8,6,Q2,2006
82106,8/21/06,8,6,Q2,2006
82206,8/22/06,8,6,Q2,2006
82306,8/23/06,8,6,Q2,2006
82406,8/24/06,8,6,Q2,2006
82506,8/25/06,8,6,Q2,2006
82606,8/26/06,8,6,Q2,2006
82706,8/27/06,8,6,Q2,2006
82806,8/28/06,8,6,Q2,2006
82906,8/29/06,8,6,Q2,2006
83006,8/30/06,8,6,Q2,2006
83106,8/31/06,8,6,Q2,2006
90106,9/1/06,9,6,Q2,2006
90206,9/2/06,9,6,Q2,2006
90306,9/3/06,9,6,Q2,2006
90406,9/4/06,9,6,Q2,2006
90506,9/5/06,9,6,Q2,2006
90606,9/6/06,9,6,Q2,2006
90706,9/7/06,9,6,Q2,2006
90806,9/8/06,9,6,Q2,2006
90906,9/9/06,9,6,Q2,2006
91006,9/10/06,9,6,Q2,2006
91106,9/11/06,9,6,Q2,2006
91206,9/12/06,9,6,Q2,2006
91306,9/13/06,9,6,Q2,2006
91406,9/14/06,9,6,Q2,2006
91506,9/15/06,9,6,Q2,2006
91606,9/16/06,9,6,Q2,2006
91706,9/17/06,9,6,Q2,2006
91806,9/18/06,9,6,Q2,2006
91906,9/19/06,9,6,Q2,2006
92006,9/20/06,9,6,Q2,2006
92106,9/21/06,9,6,Q2,2006
92206,9/22/06,9,6,Q2,2006
92306,9/23/06,9,6,Q2,2006
92406,9/24/06,9,6,Q2,2006
92506,9/25/06,9,6,Q2,2006
92606,9/26/06,9,6,Q2,2006
92706,9/27/06,9,6,Q2,2006
92806,9/28/06,9,6,Q2,2006
92906,9/29/06,9,6,Q2,2006
93006,9/30/06,9,6,Q2,2006
100106,10/1/06,10,6,Q3,2006
100206,10/2/06,10,6,Q3,2006
100306,10/3/06,10,6,Q3,2006
100406,10/4/06,10,6,Q3,2006
100506,10/5/06,10,6,Q3,2006
100606,10/6/06,10,6,Q3,2006
100706,10/7/06,10,6,Q3,2006
100806,10/8/06,10,6,Q3,2006
100906,10/9/06,10,6,Q3,2006
101006,10/10/06,10,6,Q3,2006
101106,10/11/06,10,6,Q3,2006
101206,10/12/06,10,6,Q3,2006
101306,10/13/06,10,6,Q3,2006
101406,10/14/06,10,6,Q3,2006
101506,10/15/06,10,6,Q3,2006
101606,10/16/06,10,6,Q3,2006
101706,10/17/06,10,6,Q3,2006
101806,10/18/06,10,6,Q3,2006
101906,10/19/06,10,6,Q3,2006
102006,10/20/06,10,6,Q3,2006
102106,10/21/06,10,6,Q3,2006
102206,10/22/06,10,6,Q3,2006
102306,10/23/06,10,6,Q3,2006
102406,10/24/06,10,6,Q3,2006
102506,10/25/06,10,6,Q3,2006
102606,10/26/06,10,6,Q3,2006
102706,10/27/06,10,6,Q3,2006
102806,10/28/06,10,6,Q3,2006
102906,10/29/06,10,6,Q3,2006
