custID,salesDate,prodID,amt,qty,shipMethod,shipCost,paymentMethod,orderMethod,orderDate,discounted
40,51508,20,38016,186,,,,,0,1
40,51508,62,43862,107,,,,,0,1
40,51509,95,83299,179,,,,,0,1
40,51509,96,4633,50,,,,,0,1
8,32706,8,63107,108,,,,,0,0
8,32707,52,8671,15,,,,,0,0
8,32707,78,31487,99,,,,,0,0
38,122906,19,23896,192,,,,,0,0
38,122906,28,105064,192,,,,,0,0
38,122906,37,39750,68,,,,,0,0
13,91506,93,90965,181,,,,,0,0
38,122905,2,61683,121,,,,,0,0
34,50409,8,112775,193,,,,,0,0
34,50409,35,63901,113,,,,,0,0
10,42605,23,6765,29,,,,,0,0
10,42605,84,14461,65,,,,,0,0
10,42606,74,21172,78,,,,,0,0
10,42608,3,18119,73,,,,,0,0
10,42608,51,15433,31,,,,,0,0
24,22908,43,18315,37,,,,,0,0
12,72310,93,16082,32,,,,,0,0
35,43010,14,35685,83,,,,,0,0
35,43010,34,35409,104,,,,,0,0
36,12007,80,30561,64,,,,,0,0
38,41607,50,70266,134,,,,,0,0
30,81306,10,91237,163,,,,,0,0
30,81307,84,21135,95,,,,,0,0
30,81307,90,58291,139,,,,,0,0
15,10106,7,41015,94,,,,,0,0
15,10106,51,30368,61,,,,,0,0
15,10106,102,48345,152,,,,,0,0
18,21708,12,8780,32,,,,,0,0
18,21708,55,76343,140,,,,,0,0
11,30509,2,83094,163,,,,,0,0
11,30509,21,31693,56,,,,,0,0
11,30509,69,77796,177,,,,,0,0
11,30508,36,11072,24,,,,,0,0
11,30508,48,47457,135,,,,,0,0
11,30506,56,19773,98,,,,,0,0
30,41206,8,28632,49,,,,,0,0
30,41206,29,20801,41,,,,,0,0
15,10109,96,12534,117,,,,,0,0
15,10108,20,7200,31,,,,,0,0
15,10108,42,13432,24,,,,,0,0
17,62910,86,80572,198,,,,,0,0
23,11507,47,15428,109,,,,,0,0
23,11507,81,23009,188,,,,,0,0
23,11507,102,20673,65,,,,,0,0
23,11505,8,33891,58,,,,,0,0
12,101905,32,72189,176,,,,,0,0
12,101905,45,6930,14,,,,,0,0
12,101906,7,20071,46,,,,,0,0
12,101906,65,3972,33,,,,,0,0
12,101909,20,14864,64,,,,,0,0
12,101909,28,80439,147,,,,,0,0
12,101909,56,24010,119,,,,,0,0
12,101909,84,30257,136,,,,,0,0
12,101908,42,111933,200,,,,,0,0
23,11509,55,52895,97,,,,,0,0
22,31310,95,54972,101,,,,,0,0
29,20909,102,30215,95,,,,,0,0
16,32808,99,24350,46,,,,,0,0
25,113006,102,22582,71,,,,,0,0
10,102508,39,35527,118,,,,,0,0
10,102508,75,13487,93,,,,,0,0
10,102509,54,44679,137,,,,,0,0
10,102509,57,11341,47,,,,,0,0
10,102509,80,76882,161,,,,,0,0
10,102507,4,33872,135,,,,,0,0
10,102507,102,46118,145,,,,,0,0
25,113008,85,17680,107,,,,,0,0
16,32805,60,63153,124,,,,,0,0
29,20907,32,39786,97,,,,,0,0
29,20907,77,59271,119,,,,,0,0
16,32806,17,10382,36,,,,,0,0
16,32806,38,39222,173,,,,,0,0
16,32806,82,13270,129,,,,,0,0
16,32806,93,54277,108,,,,,0,0
28,51310,100,17210,46,,,,,0,0
34,11907,59,8112,22,,,,,0,0
14,82107,50,86522,165,,,,,0,0
34,11906,35,65032,115,,,,,0,0
27,81205,27,25287,75,,,,,0,0
27,81205,47,7360,52,,,,,0,0
27,81205,54,47614,146,,,,,0,0
27,81205,81,22519,184,,,,,0,0
29,52905,30,12182,43,,,,,0,0
29,52906,103,42432,86,,,,,0,0
27,81206,26,12430,44,,,,,0,0
27,81206,73,56785,190,,,,,0,0
27,81206,105,50981,183,,,,,0,0
15,100808,46,99550,192,,,,,0,0
34,11905,45,16336,33,,,,,0,0
34,11905,81,24478,200,,,,,0,0
12,91909,56,18562,92,,,,,0,0
15,100805,12,19756,72,,,,,0,0
15,100805,16,21665,47,,,,,0,0
12,91905,75,17838,123,,,,,0,0
15,100807,50,84425,161,,,,,0,0
15,100807,84,16018,72,,,,,0,0
15,100807,105,32873,118,,,,,0,0
37,100907,8,6427,11,,,,,0,0
37,100906,23,18664,80,,,,,0,0
37,100906,94,58930,104,,,,,0,0
33,52605,65,22392,186,,,,,0,0
33,52606,98,26344,195,,,,,0,0
33,52607,16,91731,199,,,,,0,0
33,52607,60,9676,19,,,,,0,0
33,52607,77,18428,37,,,,,0,0
11,92609,84,38489,173,,,,,0,0
20,100309,93,14574,29,,,,,0,0
33,52609,23,20297,87,,,,,0,0
33,52609,87,87753,182,,,,,0,0
34,11908,1,31509,191,,,,,0,0
34,11908,31,54371,133,,,,,0,0
5,92810,59,61212,166,,,,,0,0
32,53110,8,31553,54,,,,,0,0
8,122609,51,44806,90,,,,,0,0
12,92010,81,21907,179,,,,,0,0
39,112706,17,9805,34,,,,,0,0
39,112706,25,41640,144,,,,,0,0
39,112706,42,66600,119,,,,,0,0
39,112706,52,18498,32,,,,,0,0
39,112706,60,24955,49,,,,,0,0
39,112707,80,93118,195,,,,,0,0
39,112708,2,86152,169,,,,,0,0
39,112708,37,43258,74,,,,,0,0
39,112708,49,56775,100,,,,,0,0
39,112709,98,25263,187,,,,,0,0
26,62609,50,59254,113,,,,,0,0
34,42710,73,41542,139,,,,,0,0
34,42710,99,54523,103,,,,,0,0
26,62606,1,2309,14,,,,,0,0
26,62606,16,13367,29,,,,,0,0
26,62606,40,11239,56,,,,,0,0
26,62606,74,2985,11,,,,,0,0
26,62605,48,64331,183,,,,,0,0
6,91807,35,36192,64,,,,,0,0
18,43009,97,114608,199,,,,,0,0
3,71510,51,21905,44,,,,,0,0
9,120409,21,86590,153,,,,,0,0
23,20810,72,3912,29,,,,,0,0
6,91805,3,35742,144,,,,,0,0
6,91805,49,63020,111,,,,,0,0
18,43005,72,20912,155,,,,,0,0
18,43007,12,33475,122,,,,,0,0
18,43006,25,49448,171,,,,,0,0
18,43006,65,5056,42,,,,,0,0
38,80710,60,49402,97,,,,,0,0
38,80710,72,14301,106,,,,,0,0
38,80710,92,10165,61,,,,,0,0
31,110905,92,3666,22,,,,,0,0
31,110906,71,6049,19,,,,,0,0
31,110906,83,18517,38,,,,,0,0
31,110907,95,25036,46,,,,,0,0
31,30505,91,80753,164,,,,,0,0
31,30507,33,60146,152,,,,,0,0
31,30507,52,113879,197,,,,,0,0
31,30507,101,29129,101,,,,,0,0
31,30507,104,21126,73,,,,,0,0
31,30506,82,1440,14,,,,,0,0
31,30509,77,10459,21,,,,,0,0
31,30508,42,58765,105,,,,,0,0
31,110908,96,8034,75,,,,,0,0
27,60910,36,56744,123,,,,,0,0
10,82608,9,47585,161,,,,,0,0
10,82608,75,23929,165,,,,,0,0
23,32109,74,21443,79,,,,,0,0
18,31606,82,11830,115,,,,,0,0
10,82605,54,25112,77,,,,,0,0
10,82605,61,36559,128,,,,,0,0
23,32106,88,17821,77,,,,,0,0
10,82607,11,14880,42,,,,,0,0
10,82607,54,42396,130,,,,,0,0
29,90708,13,22778,53,,,,,0,0
29,90709,34,16002,47,,,,,0,0
29,90709,55,80705,148,,,,,0,0
29,90709,67,27783,139,,,,,0,0
29,90709,81,23866,195,,,,,0,0
32,32906,94,64030,113,,,,,0,0
32,32905,6,35075,101,,,,,0,0
32,32905,45,55444,112,,,,,0,0
32,32908,17,25956,90,,,,,0,0
32,32909,42,31901,57,,,,,0,0
29,90705,73,12253,41,,,,,0,0
35,83010,38,18364,81,,,,,0,0
35,83010,86,16684,41,,,,,0,0
26,41205,62,79652,157,,,,,0,0
25,10709,36,40597,88,,,,,0,0
25,10705,12,46371,169,,,,,0,0
25,10705,38,14963,66,,,,,0,0
25,10705,54,32286,99,,,,,0,0
25,10706,59,57156,155,,,,,0,0
25,10706,75,12182,84,,,,,0,0
12,22210,53,90512,190,,,,,0,0
26,22607,31,61321,150,,,,,0,0
32,82605,23,23563,101,,,,,0,0
32,82605,41,12079,70,,,,,0,0
32,82605,102,33396,105,,,,,0,0
3,101409,100,31801,85,,,,,0,0
3,101408,63,27637,139,,,,,0,0
4,21609,28,37757,69,,,,,0,0
3,101407,77,72719,146,,,,,0,0
32,82609,15,6988,44,,,,,0,0
26,22609,58,35215,152,,,,,0,0
26,22609,60,92692,182,,,,,0,0
26,22608,60,29030,57,,,,,0,0
26,22608,77,87662,176,,,,,0,0
26,22608,79,19533,126,,,,,0,0
21,10809,38,23805,105,,,,,0,0
33,71609,34,49369,145,,,,,0,0
33,71608,92,13665,82,,,,,0,0
4,92210,67,2598,13,,,,,0,0
4,92210,84,35374,159,,,,,0,0
31,10609,66,39084,197,,,,,0,0
16,72807,91,31513,64,,,,,0,0
16,72807,94,23232,41,,,,,0,0
20,22008,38,32420,143,,,,,0,0
7,120208,54,15654,48,,,,,0,0
7,120208,95,60959,112,,,,,0,0
7,60810,30,31448,111,,,,,0,0
11,81909,14,82978,193,,,,,0,0
11,81909,52,17920,31,,,,,0,0
7,120209,19,8587,69,,,,,0,0
16,72809,76,35284,117,,,,,0,0
16,72808,12,46920,171,,,,,0,0
16,72808,88,15507,67,,,,,0,0
16,72808,103,31577,64,,,,,0,0
20,22005,18,73454,161,,,,,0,0
20,22005,33,13058,33,,,,,0,0
20,22005,89,5323,41,,,,,0,0
23,51506,60,14260,28,,,,,0,0
23,51506,91,77799,158,,,,,0,0
23,51506,92,21164,127,,,,,0,0
23,51505,87,30858,64,,,,,0,0
29,123106,102,53116,167,,,,,0,0
29,123105,18,75279,165,,,,,0,0
38,101709,101,54221,188,,,,,0,0
14,22809,22,53258,109,,,,,0,0
16,41108,6,62163,179,,,,,0,0
16,41108,105,17272,62,,,,,0,0
7,120205,5,7947,28,,,,,0,0
11,121009,18,41061,90,,,,,0,0
4,21607,52,27747,48,,,,,0,0
4,21607,64,107428,184,,,,,0,0
35,91106,97,20157,35,,,,,0,0
35,91107,58,19692,85,,,,,0,0
35,91107,70,30387,52,,,,,0,0
11,121005,26,55371,196,,,,,0,0
11,121005,60,69774,137,,,,,0,0
35,91105,45,17326,35,,,,,0,0
35,91105,49,94814,167,,,,,0,0
27,120410,40,33317,166,,,,,0,0
27,120410,85,27099,164,,,,,0,0
38,52210,6,26740,77,,,,,0,0
25,61010,58,40080,173,,,,,0,0
32,51310,15,2859,18,,,,,0,0
32,51310,104,29809,103,,,,,0,0
3,90210,89,15711,121,,,,,0,0
19,52009,14,33105,77,,,,,0,0
19,52009,53,90512,190,,,,,0,0
19,52009,87,76181,158,,,,,0,0
3,12208,24,48872,164,,,,,0,0
19,123007,91,87154,177,,,,,0,0
12,30409,24,15794,53,,,,,0,0
12,30409,33,10683,27,,,,,0,0
19,123006,70,74216,127,,,,,0,0
12,40708,29,70521,139,,,,,0,0
20,62007,85,6113,37,,,,,0,0
20,62006,45,56929,115,,,,,0,0
20,62006,92,27663,166,,,,,0,0
20,112006,65,16613,138,,,,,0,0
17,102709,10,58772,105,,,,,0,0
17,102709,21,57726,102,,,,,0,0
17,102708,55,72526,133,,,,,0,0
17,102708,61,27990,98,,,,,0,0
17,102708,97,68534,119,,,,,0,0
26,50310,15,1588,10,,,,,0,0
26,50310,58,38690,167,,,,,0,0
20,62008,68,64264,151,,,,,0,0
26,122109,39,9634,32,,,,,0,0
26,122108,64,83490,143,,,,,0,0
26,122108,78,47390,149,,,,,0,0
7,62707,10,39181,70,,,,,0,0
7,62707,42,25185,45,,,,,0,0
36,101909,7,87266,200,,,,,0,0
36,101908,5,8798,31,,,,,0,0
36,101906,45,80691,163,,,,,0,0
36,101906,77,90152,181,,,,,0,0
36,101906,100,26938,72,,,,,0,0
7,62708,99,92636,175,,,,,0,0
26,122105,16,55315,120,,,,,0,0
26,122105,61,50269,176,,,,,0,0
26,122107,13,48136,112,,,,,0,0
26,122107,52,20810,36,,,,,0,0
26,122107,86,69178,170,,,,,0,0
3,22808,93,71364,142,,,,,0,0
5,120406,25,20241,70,,,,,0,0
5,120406,74,17372,64,,,,,0,0
3,22805,40,21275,106,,,,,0,0
3,22807,44,16511,84,,,,,0,0
3,22807,68,73201,172,,,,,0,0
3,22806,93,96493,192,,,,,0,0
22,111208,94,92362,163,,,,,0,0
22,111208,96,2249,21,,,,,0,0
22,111209,61,33703,118,,,,,0,0
22,111209,82,15533,151,,,,,0,0
2,52307,76,13872,46,,,,,0,0
8,100405,70,72463,124,,,,,0,0
32,72908,3,32019,129,,,,,0,0
32,72908,42,71078,127,,,,,0,0
32,72908,49,24981,44,,,,,0,0
32,72908,84,18910,85,,,,,0,0
15,120906,20,8593,37,,,,,0,0
15,120906,76,59712,198,,,,,0,0
15,120906,87,27000,56,,,,,0,0
15,120909,34,38474,113,,,,,0,0
15,120909,56,28853,143,,,,,0,0
15,120909,61,52554,184,,,,,0,0
15,120908,104,46016,159,,,,,0,0
32,72905,7,45814,105,,,,,0,0
22,111205,20,34606,149,,,,,0,0
22,111206,32,39376,96,,,,,0,0
22,111206,41,26229,152,,,,,0,0
22,111207,58,38227,165,,,,,0,0
39,31308,9,32807,111,,,,,0,0
39,31308,78,28943,91,,,,,0,0
39,31308,79,26045,168,,,,,0,0
39,31308,91,31513,64,,,,,0,0
37,20510,20,7200,31,,,,,0,0
37,20510,37,30397,52,,,,,0,0
37,20510,47,14721,104,,,,,0,0
37,20510,57,26543,110,,,,,0,0
37,20510,105,54046,194,,,,,0,0
2,100109,92,10998,66,,,,,0,0
25,12210,18,83948,184,,,,,0,0
25,12210,43,68805,139,,,,,0,0
40,51209,18,62961,138,,,,,0,0
40,51209,99,83637,158,,,,,0,0
39,31306,51,46300,93,,,,,0,0
39,31307,33,49858,126,,,,,0,0
39,31307,41,16220,94,,,,,0,0
39,31307,45,16831,34,,,,,0,0
28,51609,66,30950,156,,,,,0,0
28,51609,89,21814,168,,,,,0,0
28,51608,84,18688,84,,,,,0,0
4,60808,99,82049,155,,,,,0,0
40,51208,6,15974,46,,,,,0,0
40,51208,15,15725,99,,,,,0,0
40,51208,54,60334,185,,,,,0,0
40,51208,56,4842,24,,,,,0,0
40,12110,24,56024,188,,,,,0,0
40,12110,37,68394,117,,,,,0,0
4,91410,34,56860,167,,,,,0,0
28,51607,13,71345,166,,,,,0,0
4,60805,49,31794,56,,,,,0,0
27,122605,89,7920,61,,,,,0,0
9,80505,48,51676,147,,,,,0,0
27,122607,105,52096,187,,,,,0,0
36,120909,9,6206,21,,,,,0,0
9,80508,28,49248,90,,,,,0,0
9,80508,92,17164,103,,,,,0,0
9,80509,11,59522,168,,,,,0,0
9,80509,31,44560,109,,,,,0,0
36,120905,14,81258,189,,,,,0,0
36,120905,68,80436,189,,,,,0,0
36,120905,77,23409,47,,,,,0,0
4,111105,31,8585,21,,,,,0,0
4,111105,92,18831,113,,,,,0,0
4,111106,94,98028,173,,,,,0,0
4,83006,31,36792,90,,,,,0,0
5,122708,20,41342,178,,,,,0,0
26,12910,64,113850,195,,,,,0,0
26,12910,86,17497,43,,,,,0,0
26,12910,93,13066,26,,,,,0,0
21,21610,13,42119,98,,,,,0,0
4,111109,19,23025,185,,,,,0,0
4,111109,26,53394,189,,,,,0,0
31,52110,22,68405,140,,,,,0,0
20,60409,75,22189,153,,,,,0,0
20,60408,74,29858,110,,,,,0,0
20,60405,39,19871,66,,,,,0,0
20,60405,48,65737,187,,,,,0,0
4,90906,88,10646,46,,,,,0,0
20,60407,49,101627,179,,,,,0,0
20,60406,35,108576,192,,,,,0,0
34,62910,41,33821,196,,,,,0,0
34,70507,1,5938,36,,,,,0,0
34,70507,55,74707,137,,,,,0,0
37,82405,45,61384,124,,,,,0,0
37,82407,34,10895,32,,,,,0,0
15,32808,17,28841,100,,,,,0,0
20,30505,16,71448,155,,,,,0,0
11,92007,14,70940,165,,,,,0,0
38,12210,24,4768,16,,,,,0,0
37,82409,36,41059,89,,,,,0,0
37,82409,97,104241,181,,,,,0,0
37,82408,70,102266,175,,,,,0,0
30,110105,101,48452,168,,,,,0,0
2,110507,102,58841,185,,,,,0,0
21,82505,37,30982,53,,,,,0,0
21,82505,40,13046,65,,,,,0,0
21,82509,12,53780,196,,,,,0,0
21,82509,58,27569,119,,,,,0,0
21,82509,86,76095,187,,,,,0,0
21,82508,4,43407,173,,,,,0,0
21,82508,40,35927,179,,,,,0,0
21,82508,44,21228,108,,,,,0,0
21,82508,57,40538,168,,,,,0,0
21,82508,85,17350,105,,,,,0,0
7,61709,28,95214,174,,,,,0,0
7,61709,57,23647,98,,,,,0,0
7,61709,81,9179,75,,,,,0,0
7,61709,105,37331,134,,,,,0,0
30,110108,5,47683,168,,,,,0,0
6,121806,55,31627,58,,,,,0,0
6,121806,59,40931,111,,,,,0,0
6,121805,7,62831,144,,,,,0,0
6,121805,45,49008,99,,,,,0,0
6,121805,76,56093,186,,,,,0,0
30,63010,48,30935,88,,,,,0,0
30,63010,83,43369,89,,,,,0,0
26,12106,21,93381,165,,,,,0,0
26,12106,95,45719,84,,,,,0,0
6,121808,7,52359,120,,,,,0,0
6,121808,31,68680,168,,,,,0,0
23,60610,39,21376,71,,,,,0,0
30,10407,77,96627,194,,,,,0,0
30,10406,71,40434,127,,,,,0,0
37,60407,88,41661,180,,,,,0,0
37,60407,105,52374,188,,,,,0,0
21,120905,2,75957,149,,,,,0,0
20,120305,33,75183,190,,,,,0,0
20,120305,58,40544,175,,,,,0,0
6,81205,3,31274,126,,,,,0,0
6,81207,79,22944,148,,,,,0,0
6,81206,62,49211,97,,,,,0,0
37,60409,62,53270,105,,,,,0,0
37,60409,78,40075,126,,,,,0,0
30,10409,34,16002,47,,,,,0,0
1,102810,19,21033,169,,,,,0,0
1,102810,22,89904,184,,,,,0,0
1,102810,29,63418,125,,,,,0,0
1,102810,89,17659,136,,,,,0,0
1,102810,91,67951,138,,,,,0,0
28,60708,27,35740,106,,,,,0,0
28,60709,36,64126,139,,,,,0,0
5,71109,61,29704,104,,,,,0,0
5,71109,92,2833,17,,,,,0,0
27,90205,4,48174,192,,,,,0,0
27,90205,69,20218,46,,,,,0,0
14,32806,57,27025,112,,,,,0,0
27,90207,39,8731,29,,,,,0,0
27,90207,50,41950,80,,,,,0,0
27,90207,89,15582,120,,,,,0,0
27,90206,67,24785,124,,,,,0,0
27,90209,16,45635,99,,,,,0,0
27,90208,76,24126,80,,,,,0,0
27,90208,87,69913,145,,,,,0,0
14,32809,37,81839,140,,,,,0,0
14,32809,58,12974,56,,,,,0,0
5,71106,14,83838,195,,,,,0,0
5,71106,18,78017,171,,,,,0,0
5,71107,5,3405,12,,,,,0,0
28,60707,25,11277,39,,,,,0,0
8,101105,37,63718,109,,,,,0,0
8,101105,93,75385,150,,,,,0,0
8,101107,86,44355,109,,,,,0,0
8,101106,48,43239,123,,,,,0,0
8,101106,59,57156,155,,,,,0,0
8,101106,96,9855,92,,,,,0,0
8,101108,53,8098,17,,,,,0,0
32,31206,21,110926,196,,,,,0,0
32,31206,32,46759,114,,,,,0,0
32,31207,28,5472,10,,,,,0,0
32,31207,36,69662,151,,,,,0,0
32,31207,84,29812,134,,,,,0,0
5,121009,88,41661,180,,,,,0,0
2,62308,93,57292,114,,,,,0,0
8,60807,4,40647,162,,,,,0,0
8,22407,28,68948,126,,,,,0,0
8,22407,29,24352,48,,,,,0,0
8,22407,38,10655,47,,,,,0,0
8,22409,32,65627,160,,,,,0,0
8,22409,83,19004,39,,,,,0,0
24,60210,60,30048,59,,,,,0,0
24,60210,102,48027,151,,,,,0,0
8,60808,35,35626,63,,,,,0,0
8,60808,80,94550,198,,,,,0,0
27,71809,25,55231,191,,,,,0,0
27,71809,45,61384,124,,,,,0,0
27,71809,55,72526,133,,,,,0,0
40,121809,15,3653,23,,,,,0,0
25,121608,52,83242,144,,,,,0,0
15,110909,66,37696,190,,,,,0,0
15,110909,104,30966,107,,,,,0,0
12,40905,28,16963,31,,,,,0,0
12,40907,82,17385,169,,,,,0,0
12,40907,89,3505,27,,,,,0,0
7,61706,94,24365,43,,,,,0,0
12,40909,54,59681,183,,,,,0,0
12,40908,73,29289,98,,,,,0,0
25,121606,21,20940,37,,,,,0,0
25,121607,43,88605,179,,,,,0,0
25,121605,87,72324,150,,,,,0,0
24,21605,57,6756,28,,,,,0,0
1,120809,23,24729,106,,,,,0,0
31,52607,45,7425,15,,,,,0,0
31,52607,87,86788,180,,,,,0,0
24,112306,56,36923,183,,,,,0,0
31,52605,85,8096,49,,,,,0,0
24,112308,90,83033,198,,,,,0,0
24,112308,93,47744,95,,,,,0,0
24,112309,15,31291,197,,,,,0,0
24,112309,27,66422,197,,,,,0,0
24,112309,91,34960,71,,,,,0,0
31,52608,33,36404,92,,,,,0,0
31,52609,12,17286,63,,,,,0,0
1,120806,44,10221,52,,,,,0,0
1,120807,98,21616,160,,,,,0,0
18,73010,104,6367,22,,,,,0,0
34,12007,57,21234,88,,,,,0,0
34,12005,15,13024,82,,,,,0,0
34,12005,37,46765,80,,,,,0,0
34,12005,94,6799,12,,,,,0,0
15,20208,11,27281,77,,,,,0,0
15,20208,13,66617,155,,,,,0,0
15,20208,47,15712,111,,,,,0,0
15,20207,41,17946,104,,,,,0,0
34,12009,70,68372,117,,,,,0,0
34,12008,29,90815,179,,,,,0,0
28,11605,43,71775,145,,,,,0,0
1,51106,58,23168,100,,,,,0,0
1,51106,88,44438,192,,,,,0,0
28,11606,38,17457,77,,,,,0,0
28,11606,47,10333,73,,,,,0,0
2,91410,9,10049,34,,,,,0,0
2,91410,47,4812,34,,,,,0,0
1,51108,5,56198,198,,,,,0,0
1,51108,51,20411,41,,,,,0,0
28,11608,6,26045,75,,,,,0,0
28,11608,21,58292,103,,,,,0,0
28,11608,81,18970,155,,,,,0,0
1,121206,71,33429,105,,,,,0,0
1,121206,79,24649,159,,,,,0,0
