invoice,custID,prodID,salesDate,amt,qty,discounted
59,12,105,30407,33709,121,0
60,34,44,40710,7469,38,0
61,10,15,70810,10165,64,0
61,10,45,70810,85146,172,0
61,10,51,70810,70196,141,0
61,10,93,70810,55785,111,0
62,25,66,61407,37497,189,0
63,25,81,61406,16033,131,0
64,34,38,52510,41489,183,0
64,34,43,52510,76725,155,0
64,34,49,52510,75510,133,0
64,34,63,52510,33602,169,0
65,5,7,91510,23125,53,0
66,33,30,20706,47314,167,0
67,15,38,100406,28340,125,0
67,15,63,100406,15707,79,0
68,15,67,100407,31780,159,0
68,15,86,100407,30519,75,0
69,15,45,100408,27722,56,0
70,15,53,100409,49543,104,0
71,27,16,71806,46096,100,0
71,27,100,71806,44148,118,0
72,33,21,20707,54331,96,0
73,27,49,122506,82323,145,0
74,38,79,71509,21394,138,0
75,21,68,72405,22130,52,0
76,38,62,71507,28918,57,0
76,38,69,71507,23734,54,0
77,38,21,71506,74705,132,0
78,10,27,30710,49563,147,0
79,25,88,92505,8332,36,0
80,25,31,92506,42925,105,0
81,25,91,92507,58595,119,0
82,25,69,92509,61973,141,0
83,7,30,100505,11332,40,0
84,20,20,52308,45522,196,0
85,33,12,52410,39786,145,0
85,33,17,52410,23361,81,0
86,29,103,120505,12335,25,0
87,1,15,42206,7624,48,0
88,36,22,11106,68405,140,0
88,36,58,11106,30813,133,0
89,36,82,11105,15121,147,0
89,36,99,11105,91048,172,0
90,8,100,32708,67719,181,0
91,8,98,32709,20535,152,0
92,40,33,51506,26511,67,0
92,40,39,51506,20774,69,0
92,40,59,51506,17331,47,0
93,40,17,51507,42684,148,0
93,40,26,51507,45649,191,1
93,40,33,51507,41548,105,0
94,40,20,51508,38016,186,1
94,40,62,51508,43862,107,1
95,40,95,51509,83299,179,1
95,40,96,51509,4633,50,1
96,8,8,32706,63107,108,0
97,8,52,32707,8671,15,0
97,8,78,32707,31487,99,0
98,38,19,122906,23896,192,0
98,38,28,122906,105064,192,0
98,38,37,122906,39750,68,0
99,13,93,91506,90965,181,0
100,38,2,122905,61683,121,0
101,34,8,50409,112775,193,0
101,34,35,50409,63901,113,0
102,10,23,42605,6765,29,0
102,10,84,42605,14461,65,0
103,10,74,42606,21172,78,0
104,10,3,42608,18119,73,0
104,10,51,42608,15433,31,0
105,24,43,22908,18315,37,0
106,12,93,72310,16082,32,0
107,35,14,43010,35685,83,0
107,35,34,43010,35409,104,0
108,36,80,12007,30561,64,0
109,38,50,41607,70266,134,0
110,30,10,81306,91237,163,0
111,30,84,81307,21135,95,0
111,30,90,81307,58291,139,0
112,15,7,10106,41015,94,0
112,15,51,10106,30368,61,0
112,15,102,10106,48345,152,0
113,18,12,21708,8780,32,0
113,18,55,21708,76343,140,0
114,11,2,30509,83094,163,0
114,11,21,30509,31693,56,0
114,11,69,30509,77796,177,0
115,11,36,30508,11072,24,0
115,11,48,30508,47457,135,0
116,11,56,30506,19773,98,0
117,30,8,41206,28632,49,0
117,30,29,41206,20801,41,0
118,15,96,10109,12534,117,0
119,15,20,10108,7200,31,0
119,15,42,10108,13432,24,0
120,17,86,62910,80572,198,0
121,23,47,11507,15428,109,0
121,23,81,11507,23009,188,0
121,23,102,11507,20673,65,0
122,23,8,11505,33891,58,0
123,12,32,101905,72189,176,0
123,12,45,101905,6930,14,0
124,12,7,101906,20071,46,0
124,12,65,101906,3972,33,0
125,12,20,101909,14864,64,0
125,12,28,101909,80439,147,0
125,12,56,101909,24010,119,0
125,12,84,101909,30257,136,0
126,12,42,101908,111933,200,0
127,23,55,11509,52895,97,0
128,22,95,31310,54972,101,0
129,29,102,20909,30215,95,0
130,16,99,32808,24350,46,0
131,25,102,113006,22582,71,0
132,10,39,102508,35527,118,0
132,10,75,102508,13487,93,0
133,10,54,102509,44679,137,0
133,10,57,102509,11341,47,0
133,10,80,102509,76882,161,0
134,10,4,102507,33872,135,0
134,10,102,102507,46118,145,0
135,25,85,113008,17680,107,0
136,16,60,32805,63153,124,0
137,29,32,20907,39786,97,0
137,29,77,20907,59271,119,0
138,16,17,32806,10382,36,0
138,16,38,32806,39222,173,0
138,16,82,32806,13270,129,0
138,16,93,32806,54277,108,0
139,28,100,51310,17210,46,0
140,34,59,11907,8112,22,0
141,14,50,82107,86522,165,0
142,34,35,11906,65032,115,0
143,27,27,81205,25287,75,0
143,27,47,81205,7360,52,0
143,27,54,81205,47614,146,0
143,27,81,81205,22519,184,0
144,29,30,52905,12182,43,0
145,29,103,52906,42432,86,0
146,27,26,81206,12430,44,0
146,27,73,81206,56785,190,0
146,27,105,81206,50981,183,0
147,15,46,100808,99550,192,0
148,34,45,11905,16336,33,0
148,34,81,11905,24478,200,0
149,12,56,91909,18562,92,0
150,15,12,100805,19756,72,0
150,15,16,100805,21665,47,0
151,12,75,91905,17838,123,0
152,15,50,100807,84425,161,0
152,15,84,100807,16018,72,0
152,15,105,100807,32873,118,0
153,37,8,100907,6427,11,0
154,37,23,100906,18664,80,0
154,37,94,100906,58930,104,0
155,33,65,52605,22392,186,0
156,33,98,52606,26344,195,0
157,33,16,52607,91731,199,0
157,33,60,52607,9676,19,0
157,33,77,52607,18428,37,0
158,11,84,92609,38489,173,0
159,20,93,100309,14574,29,0
160,33,23,52609,20297,87,0
160,33,87,52609,87753,182,0
161,34,1,11908,31509,191,0
161,34,31,11908,54371,133,0
162,5,59,92810,61212,166,0
163,32,8,53110,31553,54,0
164,8,51,122609,44806,90,0
165,12,81,92010,21907,179,0
166,39,17,112706,9805,34,0
166,39,25,112706,41640,144,0
166,39,42,112706,66600,119,0
166,39,52,112706,18498,32,0
166,39,60,112706,24955,49,0
167,39,80,112707,93118,195,0
168,39,2,112708,86152,169,0
168,39,37,112708,43258,74,0
168,39,49,112708,56775,100,0
169,39,98,112709,25263,187,0
170,26,50,62609,59254,113,0
171,34,73,42710,41542,139,0
171,34,99,42710,54523,103,0
172,26,1,62606,2309,14,0
172,26,16,62606,13367,29,0
172,26,40,62606,11239,56,0
172,26,74,62606,2985,11,0
173,26,48,62605,64331,183,0
174,6,35,91807,36192,64,0
175,18,97,43009,114608,199,0
176,3,51,71510,21905,44,0
177,9,21,120409,86590,153,0
178,23,72,20810,3912,29,0
179,6,3,91805,35742,144,0
179,6,49,91805,63020,111,0
180,18,72,43005,20912,155,0
181,18,12,43007,33475,122,0
182,18,25,43006,49448,171,0
182,18,65,43006,5056,42,0
183,38,60,80710,49402,97,0
183,38,72,80710,14301,106,0
183,38,92,80710,10165,61,0
184,31,92,110905,3666,22,0
185,31,71,110906,6049,19,0
185,31,83,110906,18517,38,0
186,31,95,110907,25036,46,0
187,31,91,30505,80753,164,0
188,31,33,30507,60146,152,0
188,31,52,30507,113879,197,0
188,31,101,30507,29129,101,0
188,31,104,30507,21126,73,0
189,31,82,30506,1440,14,0
190,31,77,30509,10459,21,0
191,31,42,30508,58765,105,0
192,31,96,110908,8034,75,0
193,27,36,60910,56744,123,0
194,10,9,82608,47585,161,0
194,10,75,82608,23929,165,0
195,23,74,32109,21443,79,0
196,18,82,31606,11830,115,0
197,10,54,82605,25112,77,0
197,10,61,82605,36559,128,0
198,23,88,32106,17821,77,0
199,10,11,82607,14880,42,0
199,10,54,82607,42396,130,0
200,29,13,90708,22778,53,0
201,29,34,90709,16002,47,0
201,29,55,90709,80705,148,0
201,29,67,90709,27783,139,0
201,29,81,90709,23866,195,0
202,32,94,32906,64030,113,0
203,32,6,32905,35075,101,0
203,32,45,32905,55444,112,0
204,32,17,32908,25956,90,0
205,32,42,32909,31901,57,0
206,29,73,90705,12253,41,0
207,35,38,83010,18364,81,0
207,35,86,83010,16684,41,0
208,26,62,41205,79652,157,0
209,25,36,10709,40597,88,0
210,25,12,10705,46371,169,0
210,25,38,10705,14963,66,0
210,25,54,10705,32286,99,0
211,25,59,10706,57156,155,0
211,25,75,10706,12182,84,0
212,12,53,22210,90512,190,0
213,26,31,22607,61321,150,0
214,32,23,82605,23563,101,0
214,32,41,82605,12079,70,0
214,32,102,82605,33396,105,0
215,3,100,101409,31801,85,0
216,3,63,101408,27637,139,0
217,4,28,21609,37757,69,0
218,3,77,101407,72719,146,0
219,32,15,82609,6988,44,0
220,26,58,22609,35215,152,0
220,26,60,22609,92692,182,0
221,26,60,22608,29030,57,0
221,26,77,22608,87662,176,0
221,26,79,22608,19533,126,0
222,21,38,10809,23805,105,0
223,33,34,71609,49369,145,0
224,33,92,71608,13665,82,0
225,4,67,92210,2598,13,0
225,4,84,92210,35374,159,0
226,31,66,10609,39084,197,0
227,16,91,72807,31513,64,0
227,16,94,72807,23232,41,0
228,20,38,22008,32420,143,0
229,7,54,120208,15654,48,0
229,7,95,120208,60959,112,0
230,7,30,60810,31448,111,0
231,11,14,81909,82978,193,0
231,11,52,81909,17920,31,0
232,7,19,120209,8587,69,0
233,16,76,72809,35284,117,0
234,16,12,72808,46920,171,0
234,16,88,72808,15507,67,0
234,16,103,72808,31577,64,0
235,20,18,22005,73454,161,0
235,20,33,22005,13058,33,0
235,20,89,22005,5323,41,0
236,23,60,51506,14260,28,0
236,23,91,51506,77799,158,0
236,23,92,51506,21164,127,0
237,23,87,51505,30858,64,0
238,29,102,123106,53116,167,0
239,29,18,123105,75279,165,0
240,38,101,101709,54221,188,0
241,14,22,22809,53258,109,0
242,16,6,41108,62163,179,0
242,16,105,41108,17272,62,0
243,7,5,120205,7947,28,0
244,11,18,121009,41061,90,0
245,4,52,21607,27747,48,0
245,4,64,21607,107428,184,0
246,35,97,91106,20157,35,0
247,35,58,91107,19692,85,0
247,35,70,91107,30387,52,0
248,11,26,121005,55371,196,0
248,11,60,121005,69774,137,0
249,35,45,91105,17326,35,0
249,35,49,91105,94814,167,0
250,27,40,120410,33317,166,0
250,27,85,120410,27099,164,0
251,38,6,52210,26740,77,0
252,25,58,61010,40080,173,0
253,32,15,51310,2859,18,0
253,32,104,51310,29809,103,0
254,3,89,90210,15711,121,0
255,19,14,52009,33105,77,0
255,19,53,52009,90512,190,0
255,19,87,52009,76181,158,0
256,3,24,12208,48872,164,0
257,19,91,123007,87154,177,0
258,12,24,30409,15794,53,0
258,12,33,30409,10683,27,0
259,19,70,123006,74216,127,0
260,12,29,40708,70521,139,0
261,20,85,62007,6113,37,0
262,20,45,62006,56929,115,0
262,20,92,62006,27663,166,0
263,20,65,112006,16613,138,0
264,17,10,102709,58772,105,0
264,17,21,102709,57726,102,0
265,17,55,102708,72526,133,0
265,17,61,102708,27990,98,0
265,17,97,102708,68534,119,0
266,26,15,50310,1588,10,0
266,26,58,50310,38690,167,0
267,20,68,62008,64264,151,0
268,26,39,122109,9634,32,0
269,26,64,122108,83490,143,0
269,26,78,122108,47390,149,0
270,7,10,62707,39181,70,0
270,7,42,62707,25185,45,0
271,36,7,101909,87266,200,0
272,36,5,101908,8798,31,0
273,36,45,101906,80691,163,0
273,36,77,101906,90152,181,0
273,36,100,101906,26938,72,0
274,7,99,62708,92636,175,0
275,26,16,122105,55315,120,0
275,26,61,122105,50269,176,0
276,26,13,122107,48136,112,0
276,26,52,122107,20810,36,0
276,26,86,122107,69178,170,0
277,3,93,22808,71364,142,0
278,5,25,120406,20241,70,0
278,5,74,120406,17372,64,0
279,3,40,22805,21275,106,0
280,3,44,22807,16511,84,0
280,3,68,22807,73201,172,0
281,3,93,22806,96493,192,0
282,22,94,111208,92362,163,0
282,22,96,111208,2249,21,0
283,22,61,111209,33703,118,0
283,22,82,111209,15533,151,0
284,2,76,52307,13872,46,0
285,8,70,100405,72463,124,0
286,32,3,72908,32019,129,0
286,32,42,72908,71078,127,0
286,32,49,72908,24981,44,0
286,32,84,72908,18910,85,0
287,15,20,120906,8593,37,0
287,15,76,120906,59712,198,0
287,15,87,120906,27000,56,0
288,15,34,120909,38474,113,0
288,15,56,120909,28853,143,0
288,15,61,120909,52554,184,0
289,15,104,120908,46016,159,0
290,32,7,72905,45814,105,0
291,22,20,111205,34606,149,0
292,22,32,111206,39376,96,0
292,22,41,111206,26229,152,0
293,22,58,111207,38227,165,0
294,39,9,31308,32807,111,0
294,39,78,31308,28943,91,0
294,39,79,31308,26045,168,0
294,39,91,31308,31513,64,0
295,37,20,20510,7200,31,0
295,37,37,20510,30397,52,0
295,37,47,20510,14721,104,0
295,37,57,20510,26543,110,0
295,37,105,20510,54046,194,0
296,2,92,100109,10998,66,0
297,25,18,12210,83948,184,0
297,25,43,12210,68805,139,0
298,40,18,51209,62961,138,0
298,40,99,51209,83637,158,0
299,39,51,31306,46300,93,0
300,39,33,31307,49858,126,0
300,39,41,31307,16220,94,0
300,39,45,31307,16831,34,0
301,28,66,51609,30950,156,0
301,28,89,51609,21814,168,0
302,28,84,51608,18688,84,0
303,4,99,60808,82049,155,0
304,40,6,51208,15974,46,0
304,40,15,51208,15725,99,0
304,40,54,51208,60334,185,0
304,40,56,51208,4842,24,0
305,40,24,12110,56024,188,0
305,40,37,12110,68394,117,0
306,4,34,91410,56860,167,0
307,28,13,51607,71345,166,0
308,4,49,60805,31794,56,0
309,27,89,122605,7920,61,0
310,9,48,80505,51676,147,0
311,27,105,122607,52096,187,0
312,36,9,120909,6206,21,0
313,9,28,80508,49248,90,0
313,9,92,80508,17164,103,0
314,9,11,80509,59522,168,0
314,9,31,80509,44560,109,0
315,36,14,120905,81258,189,0
315,36,68,120905,80436,189,0
315,36,77,120905,23409,47,0
316,4,31,111105,8585,21,0
316,4,92,111105,18831,113,0
317,4,94,111106,98028,173,0
318,4,31,83006,36792,90,0
319,5,20,122708,41342,178,0
320,26,64,12910,113850,195,0
320,26,86,12910,17497,43,0
320,26,93,12910,13066,26,0
321,21,13,21610,42119,98,0
322,4,19,111109,23025,185,0
322,4,26,111109,53394,189,0
323,31,22,52110,68405,140,0
324,20,75,60409,22189,153,0
325,20,74,60408,29858,110,0
326,20,39,60405,19871,66,0
326,20,48,60405,65737,187,0
327,4,88,90906,10646,46,0
328,20,49,60407,101627,179,0
329,20,35,60406,108576,192,0
330,34,41,62910,33821,196,0
331,34,1,70507,5938,36,0
331,34,55,70507,74707,137,0
332,37,45,82405,61384,124,0
333,37,34,82407,10895,32,0
334,15,17,32808,28841,100,0
335,20,16,30505,71448,155,0
336,11,14,92007,70940,165,0
337,38,24,12210,4768,16,0
338,37,36,82409,41059,89,0
338,37,97,82409,104241,181,0
339,37,70,82408,102266,175,0
340,30,101,110105,48452,168,0
341,2,102,110507,58841,185,0
342,21,37,82505,30982,53,0
342,21,40,82505,13046,65,0
343,21,12,82509,53780,196,0
343,21,58,82509,27569,119,0
343,21,86,82509,76095,187,0
344,21,4,82508,43407,173,0
344,21,40,82508,35927,179,0
344,21,44,82508,21228,108,0
344,21,57,82508,40538,168,0
344,21,85,82508,17350,105,0
345,7,28,61709,95214,174,0
345,7,57,61709,23647,98,0
345,7,81,61709,9179,75,0
345,7,105,61709,37331,134,0
346,30,5,110108,47683,168,0
347,6,55,121806,31627,58,0
347,6,59,121806,40931,111,0
348,6,7,121805,62831,144,0
348,6,45,121805,49008,99,0
348,6,76,121805,56093,186,0
349,30,48,63010,30935,88,0
349,30,83,63010,43369,89,0
350,26,21,12106,93381,165,0
350,26,95,12106,45719,84,0
351,6,7,121808,52359,120,0
351,6,31,121808,68680,168,0
352,23,39,60610,21376,71,0
353,30,77,10407,96627,194,0
354,30,71,10406,40434,127,0
355,37,88,60407,41661,180,0
355,37,105,60407,52374,188,0
356,21,2,120905,75957,149,0
357,20,33,120305,75183,190,0
357,20,58,120305,40544,175,0
358,6,3,81205,31274,126,0
359,6,79,81207,22944,148,0
360,6,62,81206,49211,97,0
361,37,62,60409,53270,105,0
361,37,78,60409,40075,126,0
362,30,34,10409,16002,47,0
363,1,19,102810,21033,169,0
363,1,22,102810,89904,184,0
363,1,29,102810,63418,125,0
363,1,89,102810,17659,136,0
363,1,91,102810,67951,138,0
364,28,27,60708,35740,106,0
365,28,36,60709,64126,139,0
366,5,61,71109,29704,104,0
366,5,92,71109,2833,17,0
367,27,4,90205,48174,192,0
367,27,69,90205,20218,46,0
368,14,57,32806,27025,112,0
369,27,39,90207,8731,29,0
369,27,50,90207,41950,80,0
369,27,89,90207,15582,120,0
370,27,67,90206,24785,124,0
371,27,16,90209,45635,99,0
372,27,76,90208,24126,80,0
372,27,87,90208,69913,145,0
373,14,37,32809,81839,140,0
373,14,58,32809,12974,56,0
374,5,14,71106,83838,195,0
374,5,18,71106,78017,171,0
375,5,5,71107,3405,12,0
376,28,25,60707,11277,39,0
377,8,37,101105,63718,109,0
377,8,93,101105,75385,150,0
378,8,86,101107,44355,109,0
379,8,48,101106,43239,123,0
379,8,59,101106,57156,155,0
379,8,96,101106,9855,92,0
380,8,53,101108,8098,17,0
381,32,21,31206,110926,196,0
381,32,32,31206,46759,114,0
382,32,28,31207,5472,10,0
382,32,36,31207,69662,151,0
382,32,84,31207,29812,134,0
383,5,88,121009,41661,180,0
384,2,93,62308,57292,114,0
385,8,4,60807,40647,162,0
386,8,28,22407,68948,126,0
386,8,29,22407,24352,48,0
386,8,38,22407,10655,47,0
387,8,32,22409,65627,160,0
387,8,83,22409,19004,39,0
388,24,60,60210,30048,59,0
388,24,102,60210,48027,151,0
389,8,35,60808,35626,63,0
389,8,80,60808,94550,198,0
390,27,25,71809,55231,191,0
390,27,45,71809,61384,124,0
390,27,55,71809,72526,133,0
391,40,15,121809,3653,23,0
392,25,52,121608,83242,144,0
393,15,66,110909,37696,190,0
393,15,104,110909,30966,107,0
394,12,28,40905,16963,31,0
395,12,82,40907,17385,169,0
395,12,89,40907,3505,27,0
396,7,94,61706,24365,43,0
397,12,54,40909,59681,183,0
398,12,73,40908,29289,98,0
399,25,21,121606,20940,37,0
400,25,43,121607,88605,179,0
401,25,87,121605,72324,150,0
402,24,57,21605,6756,28,0
403,1,23,120809,24729,106,0
404,31,45,52607,7425,15,0
404,31,87,52607,86788,180,0
405,24,56,112306,36923,183,0
406,31,85,52605,8096,49,0
407,24,90,112308,83033,198,0
407,24,93,112308,47744,95,0
408,24,15,112309,31291,197,0
408,24,27,112309,66422,197,0
408,24,91,112309,34960,71,0
409,31,33,52608,36404,92,0
410,31,12,52609,17286,63,0
411,1,44,120806,10221,52,0
412,1,98,120807,21616,160,0
413,18,104,73010,6367,22,0
414,34,57,12007,21234,88,0
415,34,15,12005,13024,82,0
415,34,37,12005,46765,80,0
415,34,94,12005,6799,12,0
416,15,11,20208,27281,77,0
416,15,13,20208,66617,155,0
416,15,47,20208,15712,111,0
417,15,41,20207,17946,104,0
418,34,70,12009,68372,117,0
419,34,29,12008,90815,179,0
420,28,43,11605,71775,145,0
421,1,58,51106,23168,100,0
421,1,88,51106,44438,192,0
422,28,38,11606,17457,77,0
422,28,47,11606,10333,73,0
423,2,9,91410,10049,34,0
423,2,47,91410,4812,34,0
424,1,5,51108,56198,198,0
424,1,51,51108,20411,41,0
425,28,6,11608,26045,75,0
425,28,21,11608,58292,103,0
425,28,81,11608,18970,155,0
426,1,71,121206,33429,105,0
426,1,79,121206,24649,159,0
427,15,20,111109,25548,110,0
428,27,32,71109,66447,162,0
428,27,57,71109,15201,63,0
429,27,84,71107,5562,25,0
430,27,53,71106,94323,198,0
431,15,5,111108,39168,138,0
431,15,13,111108,42979,100,0
431,15,58,111108,5096,22,0
432,4,28,11606,43776,80,0
432,4,39,11606,3612,12,0
433,10,93,12108,94985,189,0
434,10,2,12109,60154,118,0
435,11,43,42209,68310,138,0
436,4,59,11607,64900,176,0
436,4,74,11607,27686,102,0
437,11,29,122305,68492,135,0
437,11,51,122305,63226,127,0
437,11,86,122305,38658,95,0
438,10,55,12105,23993,44,0
439,10,26,12106,26838,95,0
440,11,67,122306,34979,175,0
441,15,60,111105,47874,94,0
441,15,72,111105,4182,31,0
442,4,29,93008,80161,158,0
442,4,36,93008,19376,42,0
443,24,98,112707,25804,191,0
444,26,53,72007,77649,163,0
444,26,55,72007,40898,75,0
444,26,84,72007,24917,112,0
445,26,83,72005,82353,169,0
445,26,95,72005,32656,60,0
446,26,48,72008,21443,61,0
446,26,59,72008,43512,118,0
446,26,95,72008,61503,113,0
447,4,49,93006,104466,184,0
448,4,54,93007,55442,170,0
448,4,96,93007,6534,61,0
449,16,3,50910,32019,129,0
449,16,94,50910,73663,130,0
450,9,35,71106,23751,42,0
451,9,86,71107,17497,43,0
452,32,76,21005,28650,95,0
453,9,53,71105,61453,129,0
454,2,55,110109,42534,78,0
454,2,103,110109,43912,89,0
455,2,34,110108,67074,197,0
456,11,25,41909,6650,23,0
457,11,100,41908,71460,191,0
458,12,35,91809,48633,86,0
459,26,9,70807,54087,183,0
459,26,81,70807,15176,124,0
460,3,57,62005,11099,46,0
460,3,98,62005,23777,176,0
461,3,34,62007,54136,159,0
461,3,84,62007,17798,80,0
462,8,51,71109,85132,171,0
462,8,103,71109,93252,189,0
463,8,47,71108,24912,176,0
464,40,19,33006,4605,37,0
464,40,60,33006,46855,92,0
465,40,48,33009,54840,156,0
466,40,55,33008,16904,31,0
466,40,71,33008,50622,159,0
467,8,43,71106,53460,108,0
467,8,73,71106,15242,51,0
468,12,21,52110,79798,141,0
468,12,29,52110,46168,91,0
468,12,30,52110,25215,89,0
469,30,78,111005,22264,70,0
469,30,87,111005,73288,152,0
470,40,33,71907,8309,21,0
471,30,75,111007,7976,55,0
472,30,41,111006,15012,87,0
473,30,51,111009,4978,10,0
474,40,32,71908,10664,26,0
474,40,35,71908,53722,95,0
475,30,56,72510,36318,180,0
476,25,7,31705,27925,64,0
476,25,45,31705,95047,192,0
476,25,94,31705,17565,31,0
476,25,100,31705,42277,113,0
477,25,61,31707,5998,21,0
478,22,77,31908,65248,131,0
479,22,39,31909,11441,38,0
480,23,19,71005,19291,155,0
480,23,48,71005,27068,77,0
481,23,43,71006,68310,138,0
482,23,77,71007,41340,83,0
483,2,33,21208,17015,43,0
483,2,65,21208,13604,113,0
484,21,86,52607,8138,20,0
484,21,88,52607,5091,22,0
485,23,64,71009,16931,29,0
485,23,78,71009,8905,28,0
486,21,44,52605,8452,43,0
486,21,58,52605,22936,99,0
487,32,82,90708,10595,103,0
488,8,59,62010,7375,20,0
488,8,99,62010,26996,51,0
489,27,76,20305,56093,186,0
490,32,33,90706,73995,187,0
491,32,53,90707,61453,129,0
491,32,66,90707,34124,172,0
492,5,12,50810,3567,13,0
493,4,55,91908,108516,199,0
493,4,65,91908,16373,136,0
494,8,100,60406,24693,66,0
495,7,12,101906,19756,72,0
495,7,69,101906,25492,58,0
496,1,12,10509,6310,23,0
496,1,89,10509,13893,107,0
497,8,16,51006,30423,66,0
497,8,25,51006,7229,25,0
497,8,51,51006,60737,122,0
497,8,69,51006,69445,158,0
497,8,81,51006,9056,74,0
498,17,98,41710,22561,167,0
498,17,101,41710,41242,143,0
499,8,92,80906,15831,95,0
500,31,79,12606,4185,27,0
500,31,101,12606,9229,32,0
501,31,4,12605,7276,29,0
502,8,82,51008,4629,45,0
502,8,96,51008,15640,146,0
503,20,29,21810,95381,188,0
504,28,51,10110,15931,32,0
505,28,102,112606,34986,110,0
506,29,14,62407,49443,115,0
506,29,87,62407,33269,69,0
507,17,73,52110,42738,143,0
507,17,90,52110,42355,101,0
508,3,44,12610,3734,19,0
508,3,79,12610,4960,32,0
509,27,22,72406,81597,167,0
509,27,81,72406,9913,81,0
510,29,58,62408,24558,106,0
510,29,100,62408,52005,139,0
511,29,47,62409,5237,37,0
511,29,49,62409,111279,196,0
511,29,71,62409,30564,96,0
511,29,74,62409,18186,67,0
512,34,17,61810,39800,138,0
513,33,87,90706,83413,173,0
514,33,23,90705,42227,181,0
514,33,28,90705,94667,173,0
514,33,65,90705,8668,72,0
515,18,28,111805,79892,146,0
516,10,81,100106,8934,73,0
517,10,26,100107,34183,121,0
518,10,3,100108,13403,54,0
519,17,34,120909,66393,195,0
520,17,44,120908,19262,98,0
521,8,25,112706,52628,182,0
521,8,56,112706,34906,173,0
521,8,88,112706,14349,62,0
522,8,67,112705,33579,168,0
522,8,86,112705,52493,129,0
522,8,105,112705,21451,77,0
523,33,10,90708,70527,126,0
523,33,34,90708,41879,123,0
524,1,45,92408,11385,23,0
525,1,1,92409,6598,40,0
525,1,11,92409,10983,31,0
525,1,50,92409,51389,98,0
526,16,11,42709,58105,164,0
527,6,15,52708,8100,51,0
528,16,57,42707,19062,79,0
529,16,36,42706,75198,163,0
530,16,33,42705,11079,28,0
530,16,52,42705,86132,149,0
531,27,49,12810,104466,184,0
532,1,67,92407,38776,194,0
533,1,86,92405,70398,173,0
534,34,83,112408,29238,60,0
535,12,27,100210,21578,64,0
536,21,5,32510,13623,48,0
536,21,63,32510,33602,169,0
